deal	ours_ms	dds_ms	ref_ms
1	28.982	28.534	29.294
2	50.081	37.264	51.549
3	234.808	131.389	235.248
4	64.280	44.889	64.828
5	44.423	46.532	43.726
6	44.706	43.650	46.081
7	97.856	101.332	98.916
8	177.645	116.294	168.130
9	24.287	18.552	24.476
10	11.796	11.499	12.186
11	78.714	62.748	74.599
12	196.544	170.355	190.101
13	80.354	79.832	78.893
14	59.120	41.947	57.960
15	32.623	28.300	32.286
16	314.139	242.453	300.701
17	52.982	71.120	46.320
18	46.856	34.467	44.999
19	13.593	9.273	13.244
20	127.820	192.920	122.086
21	93.057	51.564	80.319
22	250.690	168.288	210.878
23	47.577	38.436	45.453
24	134.172	105.695	126.135
25	61.508	78.829	58.005
26	87.530	68.884	86.643
27	114.923	110.805	111.349
28	64.131	131.194	62.822
29	27.934	16.700	30.019
30	82.203	46.261	72.584
31	259.118	279.634	246.717
32	188.100	138.243	171.307
33	92.360	90.517	86.015
34	106.547	79.789	105.252
35	30.428	21.419	31.474
36	5.643	8.027	6.232
37	322.540	293.357	292.767
38	182.654	216.479	163.924
39	32.536	22.966	33.094
40	23.303	30.475	24.185
41	52.020	68.405	51.519
42	82.128	50.147	73.668
43	68.096	76.304	68.311
44	70.932	27.356	62.290
45	88.349	130.208	83.975
46	135.645	188.579	115.446
47	83.998	107.310	80.520
48	39.567	35.259	37.066
49	132.778	99.887	124.857
50	11.024	12.451	11.196
51	73.893	39.155	70.672
52	12.438	17.288	13.127
53	90.736	51.888	83.215
54	216.814	301.594	204.144
55	86.262	101.157	84.716
56	74.475	82.310	65.897
57	156.124	132.649	149.614
58	18.034	23.406	18.143
59	221.260	374.993	195.294
60	151.037	100.561	137.938
61	55.429	31.394	51.316
62	22.100	14.002	22.469
63	297.737	313.223	266.191
64	63.787	31.583	56.629
65	27.950	15.265	26.746
66	137.899	103.567	105.480
67	123.658	161.918	114.086
68	30.909	29.668	30.338
69	92.677	69.804	82.432
70	56.956	66.427	57.482
71	68.597	58.325	66.373
72	176.155	116.463	150.230
73	142.988	155.064	127.513
74	38.979	45.005	37.271
75	50.203	43.022	48.206
76	133.688	148.728	116.641
77	176.034	249.103	172.976
78	34.888	40.878	35.206
79	79.316	55.729	79.644
80	35.676	20.171	34.403
81	43.451	35.706	43.797
82	83.808	64.322	83.851
83	134.979	131.855	128.762
84	104.730	83.090	99.803
85	38.015	32.793	37.409
86	120.073	94.399	111.525
87	8.500	7.567	9.273
88	148.327	124.519	139.204
89	81.477	47.392	73.218
90	36.825	27.769	34.911
91	126.706	97.768	114.385
92	44.101	57.717	42.780
93	79.366	56.198	76.715
94	100.051	139.554	103.004
95	200.033	202.935	178.254
96	126.468	144.699	121.028
97	117.929	65.058	103.395
98	12.030	17.831	12.186
99	74.352	70.750	67.190
100	34.068	39.147	33.005
101	69.505	60.777	66.650
102	138.333	100.814	128.347
103	738.730	473.716	674.056
104	134.887	92.241	117.933
105	193.733	103.934	165.681
106	154.884	188.028	135.832
107	109.591	30.816	103.250
108	234.217	137.416	208.144
109	141.364	95.889	137.609
110	9.505	12.253	9.873
111	434.629	472.050	377.946
112	85.102	46.967	83.563
113	89.868	179.510	83.914
114	40.269	40.386	40.735
115	273.048	309.524	250.505
116	135.161	152.681	123.865
117	102.187	70.372	91.854
118	20.876	16.218	21.666
119	116.016	173.878	109.934
120	124.594	119.155	114.811
121	6.698	7.211	7.389
122	163.410	146.924	153.401
123	87.718	108.633	85.219
124	17.628	33.767	17.357
125	98.856	154.174	95.498
126	356.574	378.534	319.217
127	332.244	224.161	290.521
128	78.082	77.857	74.487
129	92.994	149.389	90.883
130	46.126	39.063	46.383
131	48.184	55.769	49.301
132	280.867	203.852	243.666
133	6.702	7.185	7.585
134	134.372	177.860	124.069
135	48.863	41.107	48.218
136	117.561	62.052	110.470
137	105.020	73.449	95.983
138	63.551	139.890	60.049
139	110.175	140.449	103.099
140	37.749	44.072	36.583
141	135.348	144.545	127.048
142	20.691	18.414	19.281
143	218.214	211.801	192.487
144	33.016	31.518	32.481
145	243.494	241.357	223.753
146	67.228	44.549	64.366
147	69.888	52.046	63.256
148	68.596	54.948	65.212
149	6.975	5.570	7.546
150	37.310	34.605	35.719
151	44.959	19.857	45.238
152	78.078	53.677	78.591
153	99.487	62.699	89.720
154	18.253	20.131	18.920
155	123.666	140.030	129.287
156	93.579	83.486	86.863
157	73.960	48.014	66.725
158	62.278	28.355	60.478
159	82.356	68.816	85.300
160	83.132	88.052	79.365
161	30.729	32.332	30.289
162	30.487	20.589	29.833
163	86.373	83.580	78.253
164	16.540	9.977	17.177
165	53.530	42.299	53.705
166	440.354	292.861	363.863
167	150.886	202.957	141.749
168	67.134	72.952	67.242
169	38.846	43.757	39.285
170	38.419	35.165	37.780
171	33.659	25.715	34.503
172	196.676	251.480	187.820
173	334.819	244.845	308.684
174	32.823	27.345	33.192
175	251.415	227.603	227.371
176	84.939	37.087	82.961
177	124.133	91.494	123.569
178	23.594	26.076	22.243
179	118.911	65.533	110.125
180	94.379	92.876	94.442
181	116.763	118.454	112.869
182	93.059	83.495	87.258
183	245.878	234.838	224.915
184	39.767	26.320	38.858
185	18.192	17.890	19.785
186	153.243	83.254	126.760
187	16.059	14.657	15.843
188	250.312	180.858	220.319
189	91.076	64.765	93.578
190	126.106	175.994	112.622
191	9.213	19.056	10.315
192	24.453	16.173	23.659
193	35.284	18.000	32.820
194	14.177	13.988	15.412
195	51.258	55.348	49.947
196	4.325	7.032	5.299
197	124.441	147.055	118.400
198	68.368	75.443	64.914
199	225.699	181.241	213.068
200	154.891	134.613	141.401
201	163.225	175.744	159.724
202	56.413	39.973	53.422
203	89.945	184.895	82.017
204	143.792	233.207	136.412
205	145.894	119.975	136.845
206	70.043	28.488	65.555
207	150.002	153.537	141.400
208	96.919	81.612	92.086
209	69.845	72.581	69.183
210	13.552	10.552	13.852
211	207.913	149.994	186.569
212	11.433	16.826	11.448
213	21.138	19.904	22.010
214	576.943	711.602	510.337
215	38.417	38.184	33.768
216	64.106	44.467	59.406
217	96.119	44.839	87.892
218	48.083	50.904	47.615
219	274.542	374.047	236.136
220	165.873	53.870	145.701
221	164.935	156.580	148.904
222	120.538	136.080	117.380
223	80.001	45.000	78.017
224	16.657	11.252	16.378
225	49.558	34.910	49.505
226	158.513	114.183	155.362
227	136.508	145.589	123.690
228	280.987	165.879	249.742
229	21.091	15.796	21.055
230	231.446	303.013	222.156
231	129.845	210.200	127.668
232	118.898	128.827	103.558
233	5.022	5.945	5.495
234	19.311	21.943	19.548
235	41.500	36.493	39.601
236	888.331	1442.085	825.412
237	79.946	58.408	75.980
238	1058.016	863.798	912.575
239	66.191	45.779	65.694
240	49.926	31.423	48.840
241	51.241	50.121	49.293
242	101.740	81.492	92.834
243	81.097	47.622	78.598
244	48.227	71.822	48.825
245	88.575	78.367	78.873
246	237.447	334.296	210.700
247	16.496	7.697	17.061
248	132.603	256.614	118.179
249	13.553	11.125	14.171
250	99.160	45.154	89.410
251	56.117	57.256	51.417
252	36.535	17.397	36.740
253	156.274	189.835	135.771
254	124.861	102.270	115.197
255	84.692	40.422	72.824
256	166.606	137.045	146.980
257	85.415	67.076	83.971
258	122.234	112.987	113.334
259	8.502	7.846	9.316
260	60.652	48.160	59.019
261	103.345	41.463	101.542
262	91.285	84.106	81.994
263	99.121	61.748	91.408
264	115.235	81.532	108.640
265	78.698	66.250	78.714
266	66.738	41.728	65.240
267	505.237	544.534	448.048
268	116.134	96.131	112.145
269	34.828	49.955	34.795
270	136.756	128.414	122.291
271	123.023	84.758	119.605
272	217.663	221.840	205.246
273	91.532	133.193	92.112
274	120.652	137.562	108.106
275	392.654	394.760	353.335
276	306.689	257.468	269.200
277	36.657	42.809	38.160
278	20.649	11.390	21.446
279	51.160	69.559	50.627
280	93.695	59.588	90.934
281	121.960	75.704	111.185
282	57.149	42.761	56.019
283	110.438	113.495	106.829
284	127.216	136.111	118.140
285	22.245	25.496	21.382
286	47.081	36.328	48.330
287	771.842	1075.267	715.877
288	59.040	73.362	57.094
289	44.515	25.737	43.588
290	239.395	284.640	215.049
291	484.867	703.273	429.356
292	228.831	245.547	193.920
293	33.004	40.443	32.425
294	376.889	256.998	316.438
295	26.449	38.560	27.163
296	11.014	8.710	11.579
297	10.357	9.704	10.745
298	93.183	51.018	83.301
299	60.537	67.659	57.851
300	35.563	37.054	33.412
301	34.315	37.471	35.591
302	11.280	5.332	11.343
303	32.031	25.685	31.628
304	35.822	25.993	35.043
305	77.598	75.780	78.244
306	123.050	141.805	116.398
307	4.908	2.986	5.227
308	130.813	140.585	128.931
309	50.236	48.009	49.679
310	28.556	27.712	27.834
311	67.256	52.380	62.536
312	65.374	81.591	64.230
313	381.923	301.305	354.871
314	24.476	23.308	24.620
315	52.801	49.914	53.748
316	31.471	23.914	30.264
317	33.875	33.850	33.288
318	89.064	25.954	80.664
319	201.467	203.358	189.726
320	55.284	50.311	52.700
321	47.720	39.675	46.639
322	87.240	69.614	80.154
323	138.108	85.078	137.735
324	70.726	78.492	70.329
325	136.393	128.234	128.255
326	50.260	54.356	46.634
327	78.187	86.112	77.504
328	80.988	135.468	79.803
329	41.531	40.908	41.508
330	53.032	36.172	51.261
331	216.926	124.626	193.438
332	24.649	31.077	24.825
333	29.183	19.184	29.113
334	48.960	71.536	48.054
335	53.814	45.970	53.455
336	231.286	169.915	225.856
337	118.263	82.716	107.698
338	110.294	90.446	106.839
339	28.520	16.449	27.124
340	215.995	220.689	195.283
341	47.198	67.686	45.855
342	54.340	64.191	53.143
343	202.545	226.084	192.149
344	17.385	6.265	16.854
345	47.738	26.909	46.210
346	47.862	39.820	46.941
347	73.287	40.724	64.003
348	183.998	156.661	163.435
349	180.532	199.531	160.908
350	14.579	12.368	14.450
351	144.111	138.926	132.862
352	55.457	31.666	51.675
353	7.427	6.304	7.925
354	60.152	40.054	55.044
355	332.660	395.418	303.939
356	20.632	16.124	19.185
357	201.721	93.774	178.021
358	264.065	337.889	229.687
359	46.804	50.868	42.518
360	44.724	31.325	43.119
361	223.709	142.136	207.117
362	196.426	115.794	155.923
363	11.149	11.405	11.856
364	37.391	43.850	37.712
365	106.360	125.012	98.150
366	187.113	166.999	166.269
367	71.474	50.423	64.381
368	25.252	30.999	25.459
369	75.889	115.957	75.472
370	81.955	84.247	79.058
371	152.772	155.991	140.103
372	496.839	378.148	431.367
373	172.960	105.885	144.645
374	210.074	95.434	186.979
375	32.372	33.636	31.815
376	137.751	75.833	124.852
377	53.462	64.213	52.295
378	86.332	108.138	80.734
379	27.472	18.816	27.141
380	109.425	108.331	104.907
381	64.512	42.857	60.935
382	120.954	68.397	106.093
383	20.678	20.604	19.945
384	112.676	132.936	109.586
385	143.119	88.170	112.021
386	120.089	74.032	115.339
387	35.447	31.066	34.242
388	99.513	122.006	91.104
389	78.829	78.533	77.185
390	298.180	196.577	270.041
391	116.555	68.854	109.269
392	30.140	33.761	30.511
393	187.070	231.792	161.674
394	59.160	44.892	55.855
395	15.463	15.492	16.064
396	31.539	28.823	28.039
397	38.057	32.464	37.139
398	228.721	166.406	211.007
399	154.238	121.926	137.905
400	239.116	215.581	204.026
401	123.373	136.231	114.098
402	102.421	73.912	94.210
403	169.907	118.165	160.410
404	119.392	114.157	117.607
405	105.926	70.386	96.508
406	141.274	155.004	134.895
407	187.259	133.624	158.547
408	22.686	21.644	22.274
409	24.019	26.427	23.450
410	47.065	45.531	47.173
411	146.287	196.165	139.825
412	10.593	3.449	11.006
413	24.666	16.762	23.540
414	3.653	6.181	3.925
415	60.866	46.307	55.106
416	7.683	21.304	8.247
417	345.232	516.301	303.884
418	634.546	870.583	569.574
419	235.798	247.728	210.393
420	31.380	18.744	29.516
421	90.507	124.489	87.563
422	57.988	83.246	55.227
423	50.863	66.620	51.594
424	16.102	9.390	16.946
425	9.256	4.948	9.972
426	179.230	189.833	168.492
427	92.694	76.642	82.598
428	58.385	30.615	59.807
429	27.982	22.359	27.625
430	26.636	22.592	26.801
431	137.136	114.713	134.810
432	43.410	41.601	42.775
433	41.426	42.722	40.222
434	21.692	20.747	22.138
435	56.905	68.706	54.444
436	14.616	18.305	15.010
437	47.148	27.114	46.424
438	49.782	44.573	49.745
439	144.244	115.508	136.045
440	61.588	87.788	58.436
441	129.531	112.087	104.585
442	35.704	28.677	36.069
443	232.380	179.470	196.366
444	58.393	53.748	52.938
445	288.643	306.585	267.562
446	581.378	759.578	485.480
447	304.901	410.459	288.530
448	234.922	304.531	203.500
449	92.005	100.120	86.710
450	18.957	6.354	19.018
451	143.959	163.087	141.449
452	31.064	18.320	30.665
453	61.077	53.034	61.777
454	144.661	195.860	133.201
455	152.186	114.681	135.580
456	158.597	89.836	141.260
457	166.779	102.145	156.400
458	61.562	47.318	61.094
459	303.937	129.538	252.885
460	23.895	22.437	24.844
461	77.276	58.440	70.897
462	188.320	123.390	171.129
463	86.739	46.062	85.212
464	585.771	378.677	496.385
465	54.408	35.427	52.316
466	139.193	166.170	129.089
467	21.077	38.675	20.776
468	482.630	230.422	369.545
469	11.517	13.817	12.262
470	172.845	112.881	151.882
471	23.968	51.622	24.127
472	108.267	206.721	104.630
473	148.840	139.062	130.394
474	346.075	184.507	316.488
475	56.397	87.372	56.552
476	116.868	129.413	111.394
477	114.405	29.418	102.790
478	74.777	46.145	70.653
479	34.590	30.603	34.060
480	118.883	111.029	108.863
481	19.414	13.082	18.867
482	142.763	79.996	125.310
483	189.846	149.136	167.072
484	211.173	367.947	184.142
485	74.576	80.275	68.318
486	9.709	20.448	10.740
487	108.102	61.797	102.579
488	13.602	9.743	14.588
489	60.551	63.954	57.985
490	57.848	59.583	57.307
491	296.177	379.941	264.765
492	45.713	42.581	46.998
493	21.300	15.827	21.764
494	128.170	119.993	119.282
495	240.731	199.383	216.919
496	9.184	7.786	9.738
497	159.702	186.281	146.846
498	27.980	27.918	28.116
499	18.292	10.310	18.584
500	41.901	64.743	40.912
501	471.213	754.441	411.252
502	143.863	124.870	130.010
503	104.799	108.573	102.653
504	62.385	57.202	62.058
505	8.305	7.613	8.579
506	186.079	184.840	175.313
507	119.196	65.188	100.792
508	24.971	30.874	25.699
509	180.148	188.020	162.811
510	138.876	90.087	127.617
511	15.063	9.358	14.991
512	39.047	76.199	38.943
513	170.489	174.644	159.952
514	156.988	104.541	146.188
515	43.486	18.884	46.750
516	80.934	52.358	79.668
517	131.707	174.248	128.311
518	58.208	60.999	57.288
519	80.727	51.264	75.298
520	111.183	167.087	105.980
521	104.685	34.517	103.251
522	232.925	179.934	224.310
523	175.859	167.820	157.394
524	8.094	7.451	8.406
525	367.763	196.371	327.214
526	94.478	85.442	85.938
527	23.495	10.436	22.785
528	83.363	49.719	79.258
529	42.032	46.776	37.806
530	120.504	108.593	109.967
531	36.277	32.135	37.030
532	118.134	72.853	103.016
533	83.876	65.969	78.938
534	64.361	57.639	60.402
535	175.906	139.188	160.248
536	66.750	50.858	63.955
537	99.330	66.245	95.877
538	141.110	210.864	133.391
539	120.521	141.758	104.191
540	77.376	46.368	68.497
541	82.834	101.637	76.495
542	106.172	54.485	103.435
543	131.338	115.090	121.379
544	23.940	22.658	24.343
545	39.115	46.507	38.999
546	5.167	2.009	5.320
547	67.836	52.835	61.365
548	94.573	40.693	89.922
549	12.057	11.232	12.268
550	121.984	91.803	113.737
551	101.856	70.253	99.567
552	113.193	74.484	107.579
553	92.902	95.582	91.129
554	97.886	104.089	93.011
555	39.770	45.502	40.049
556	122.426	77.808	118.209
557	51.136	70.789	49.769
558	443.014	502.725	351.713
559	138.082	83.480	125.456
560	243.427	108.372	228.501
561	338.734	299.530	297.239
562	197.594	147.457	188.697
563	324.420	355.414	281.369
564	122.014	116.090	111.851
565	194.883	144.214	176.318
566	47.699	82.109	48.257
567	99.982	143.358	93.684
568	86.610	61.745	87.134
569	557.801	576.954	506.834
570	31.458	24.201	32.300
571	72.095	69.745	75.335
572	168.737	168.056	157.132
573	60.717	48.411	58.425
574	34.417	32.058	31.908
575	126.095	141.760	114.026
576	75.533	85.595	64.841
577	63.964	73.337	59.693
578	38.272	24.280	36.734
579	71.344	43.401	66.649
580	317.379	249.804	266.951
581	208.610	90.784	191.726
582	350.416	254.780	300.468
583	158.815	197.693	147.161
584	25.252	31.651	26.333
585	14.285	12.362	14.857
586	206.814	176.772	185.973
587	52.935	58.534	51.569
588	162.438	167.223	147.350
589	85.555	42.246	80.819
590	69.357	59.530	69.090
591	23.061	20.953	24.423
592	132.139	134.593	125.430
593	120.718	121.299	119.060
594	40.080	37.491	42.362
595	66.237	60.890	68.178
596	93.396	64.207	95.878
597	22.678	28.093	23.879
598	214.578	215.449	209.521
599	205.177	271.785	194.484
600	431.289	413.250	406.722
601	100.486	62.792	90.860
602	15.683	24.381	15.980
603	115.054	146.310	102.844
604	83.964	64.300	78.149
605	23.050	19.081	22.489
606	22.702	23.302	22.353
607	19.738	12.701	20.197
608	145.775	99.852	130.057
609	124.569	104.321	115.952
610	31.515	25.110	30.669
611	44.825	40.418	45.412
612	37.453	24.775	34.968
613	637.591	502.482	549.308
614	30.971	30.013	30.348
615	6.954	10.444	7.187
616	299.104	125.849	254.212
617	42.501	31.951	42.121
618	171.944	87.326	140.243
619	26.912	28.534	25.976
620	8.086	6.005	8.030
621	61.032	47.827	55.083
622	78.322	54.635	70.910
623	18.443	29.639	17.996
624	35.699	21.167	34.243
625	18.897	18.942	20.529
626	29.581	17.506	28.189
627	69.537	105.838	67.879
628	520.328	766.544	436.384
629	48.033	39.148	45.808
630	71.278	30.672	67.956
631	29.535	28.387	29.183
632	62.927	88.521	62.746
633	59.935	62.290	55.708
634	394.581	183.636	343.760
635	108.210	138.858	105.900
636	29.125	35.180	28.330
637	53.523	71.705	52.906
638	58.959	58.036	57.701
639	20.165	32.103	20.730
640	80.319	72.478	78.648
641	179.574	231.300	172.956
642	68.308	113.168	68.888
643	52.414	58.282	53.938
644	43.027	34.913	41.518
645	78.706	76.968	78.277
646	42.195	15.640	39.031
647	130.370	81.852	112.737
648	116.548	88.582	109.343
649	203.012	121.488	188.448
650	72.543	45.626	66.938
651	81.649	70.984	77.629
652	168.949	67.983	149.302
653	87.450	84.238	74.722
654	17.871	20.514	17.979
655	52.899	44.815	50.387
656	58.101	65.819	57.223
657	164.435	135.924	155.174
658	33.233	24.241	32.838
659	76.311	80.919	73.925
660	89.710	67.242	84.064
661	34.834	27.718	33.955
662	126.636	59.623	114.493
663	134.017	63.663	110.385
664	69.976	102.615	69.201
665	170.220	88.289	161.287
666	31.253	33.644	30.727
667	63.907	26.512	62.974
668	127.501	163.016	124.050
669	21.733	22.135	22.486
670	167.060	65.204	131.847
671	105.725	124.087	94.747
672	81.071	115.940	76.666
673	278.316	306.889	253.810
674	215.008	137.630	203.277
